universidad,especialidad,ingreso,genero,year,especialidad_quirurgica,especialidad_tipo,subespecialidad,region
USMP,NEUROLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,1,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,1,2015,0,clinica,0,Lima
USMP,NEUROLOGIA,NA,1,2015,0,clinica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,NA,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,NA,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OFTALMOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,NA,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,NA,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,NA,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,OTORRINOLARINGOLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,PATOLOGIA CLINICA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,PATOLOGIA CLINICA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,NA,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,NA,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,NA,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,NA,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PEDIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,1,2015,0,clinica,0,Lima
USMP,PSIQUIATRIA,NA,0,2015,0,clinica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,NA,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,NA,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,NA,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,0,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOLOGIA,NA,1,2015,0,laboratorio_diagnostica,0,Lima
USMP,RADIOTERAPIA,NA,0,2015,0,clinica,0,Lima
USMP,REUMATOLOGIA,NA,1,2015,0,clinica,0,Lima
USMP,REUMATOLOGIA,NA,0,2015,0,clinica,0,Lima
USMP,REUMATOLOGIA,NA,1,2015,0,clinica,0,Lima
USMP,UROLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,UROLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,UROLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,UROLOGIA,NA,0,2015,1,medico_quirurgica,0,Lima
USMP,UROLOGIA,NA,1,2015,1,medico_quirurgica,0,Lima
USMP,ANESTESIOLOGIA CARDIOVASCULAR,NA,NA,2015,0,clinica,1,Lima
USMP,ANESTESIOLOGIA CARDIOVASCULAR,NA,0,2015,0,clinica,1,Lima
USMP,GINECOLOGIA ONCOLOGICA,NA,0,2015,1,medico_quirurgica,1,Lima
USMP,GINECOLOGIA ONCOLOGICA,NA,NA,2015,1,medico_quirurgica,1,Lima
USMP,GINECOLOGIA ONCOLOGICA,NA,0,2015,1,medico_quirurgica,1,Lima
USMP,NEUMOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,NEUMOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,NEUMOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,NEUMOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,NEUMOLOGIA PEDIATRICA,NA,1,2015,0,clinica,1,Lima
USMP,NEUROLOGIA PEDIATRICA,NA,1,2015,0,clinica,1,Lima
USMP,NEUROLOGIA PEDIATRICA,NA,1,2015,0,clinica,1,Lima
USMP,NEUROLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,ONCOLOGIA PEDIATRICA,NA,1,2015,0,clinica,1,Lima
USMP,PSIQUIATRIA DEL NIÑO Y DEL ADOLESCENTE,NA,1,2015,0,clinica,1,Lima
USMP,PSIQUIATRIA DEL NIÑO Y DEL ADOLESCENTE,NA,1,2015,0,clinica,1,Lima
USMP,UROLOGIA ONCOLOGICA,NA,0,2015,1,medico_quirurgica,1,Lima
USMP,UROLOGIA ONCOLOGICA,NA,0,2015,1,medico_quirurgica,1,Lima
USMP,UROLOGIA ONCOLOGICA,NA,NA,2015,1,medico_quirurgica,1,Lima
USMP,HEMATOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,HEMATOLOGIA PEDIATRICA,NA,0,2015,0,clinica,1,Lima
USMP,RADIOLOGIA INTERVENCIONISTA,NA,0,2015,0,clinica,1,Lima
USMP,RADIOLOGIA INTERVENCIONISTA,NA,0,2015,0,clinica,1,Lima
USMP,RADIOLOGIA INTERVENCIONISTA,NA,1,2015,0,clinica,1,Lima
USP,CIRUGIA GENERAL,NA,0,2015,1,quirurgica,0,Lima
USP,CIRUGIA GENERAL,NA,0,2015,1,quirurgica,0,Lima
USP,CIRUGIA GENERAL,NA,0,2015,1,quirurgica,0,Lima
