name,gender
tokiko,F
tokinori,M
tokio,M
toko,F
tokuzo,M
tole,M
tolentino,M
tolga,M
tolgahan,M
tolgay,M
toli,M
tolkyn,F
tholl,F
tolmina,F
tolmino,M
tolomeo,M
tolunay,M
tom,M
tomaida,F
tomasa,F
tomasina,F
tomasino,M
tomaso,M
tomass,M
tomasz,M
tomaz,M
tomazina,F
tomce,M
tome,M
tomeka,F
tomer,M
tomi,M
tomica,M
tomie,F
tomihiro,M
tomijs,M
tomika,F
tomiko,F
tomio,M
tomishige,M
tomislav,M
tomislava,F
tomislaw,M
tomislawa,F
tomita,F
tomka,F
tomke,?
tomm,M
tomma,F
tommas,M
tommasa,F
tommasina,F
tommasino,M
tommaso,M
tommi,M
tomoaki,M
tomoe,F
tomohiko,M
tomohiro,M
tomohisa,M
tomohito,M
tomoji,M
tomokatsu,M
tomokazu,M
tomoki,M
tomoko,F
tomomi,F
tomomitsu,M
tomonori,M
tomoo,F
tomor,M
tomorr,M
tomos,M
tomosuke,M
tomotaka,M
tomoya,M
tomoyo,F
tomoyoshi,M
tomoyuki,M
toms,M
toncho,M
toney,M
tonia,F
tonica,F
tonie,F
tonin,M
tonina,F
tonino,M
tonio,M
tonis,M
tonius,M
tonja,F
tonje,F
tonjes,M
tonjo,M
tonju,M
tonka,F
tonko,M
tonn,M
tonnies,M
tonno,M
tons,M
tonu,M
tonya,F
tonyo,M
tonyu,M
toomas,M
toon,M
toontje,F
tooru,M
toos,F
topi,M
topias,M
toprak,?
tor,M
tora,F
toralf,M
toralv,M
thoranna,F
thorarinn,M
torben,M
thorbergur,M
torbjorg,F
torcato,M
tord,M
tordis,F
thordur,M
tore,M
torella,F
torello,M
torey,M
thorey,F
torfhildur,F
torfi,M
torfin,M
torfinn,M
thorfinnur,M
thorfridur,F
torge,M
torgeir,M
thorgeir,M
thorgerdur,F
thorgils,M
torgny,M
torgom,M
thorgrimur,M
torgun,F
torgunn,F
thorgunnur,F
thorhalla,F
thorhallur,M
thorheidur,F
torhild,F
thorhildur,F
tori,F
toribia,F
toribio,M
toril,F
torild,F
torill,F
torin,M
torina,F
torindo,M
torino,M
thorir,M
torjus,M
thorkatla,F
torkel,M
thorkell,M
torkil,M
torkild,M
torkjell,M
thorlakur,M
torlaug,F
thorlaug,F
torleif,M
thorleifur,M
thorlindur,M
thormar,M
tormod,M
thormodur,M
thormundur,M
tornike,M
thorny,F
thoroddur,M
thorolfur,M
toros,M
torquato,M
torquil,M
torrance,M
torrence,M
torrey,M
torri,F
thorri,M
torrie,F
torstein,M
thorsteina,F
thorsteinn,M
torsten,M
thorstina,F
toru,M
torun,F
torunn,F
torvald,M
thorvaldur,M
thorvardur,M
thorveig,F
tory,M
tosca,F
toschin,M
toschka,F
toschko,M
tosco,M
tosha,F
toshiaki,M
toshie,F
toshifumi,M
toshiharu,M
toshihide,M
toshihiko,M
toshihiro,M
toshihito,M
toshiji,M
toshikatsu,M
toshikazu,M
toshiki,M
toshiko,F
toshimasa,M
toshimi,F
toshimitsu,M
toshin,M
toshinobu,M
toshinori,M
toshio,M
toshiro,M
toshirou,M
toshiya,M
toshiyasu,M
toshiyuki,M
toshka,F
toshko,M
tosun,M
tota,F
totka,F
totti,M
toufic,M
toufik,M
touko,M
touma,M
touria,F
toussaint,M
toussainte,F
tova,F
tovah,F
tove,F
tovjasas,M
tovmas,M
toya,F
toygar,M
toyo,F
toyoaki,M
toyokazu,M
toyoko,F
toyomi,F
toyomichi,M
trace,M
tracey,F
traci,F
tracie,F
trae,M
traian,M
traiana,F
traiko,M
thrainn,M
trajan,M
trajanka,F
trajce,M
trajco,M
trajka,F
trajko,M
tram,F
tran,?
trandafir,M
trandafira,F
thrandur,M
trang,?
tranquilla,F
tranquillino,M
tranquillo,M
traolach,M
traude,F
traudel,F
traudi,F
traudl,F
traudlinde,F
traugott,M
trauhard,M
trausti,M
trautchen,F
traute,F
trauthilde,F
trautlind,F
trautlinde,F
travis,M
travon,M
trayan,M
trayanka,F
trayko,M
tre,M
trea,F
treacy,F
treasa,F
trees,F
trefor,M
tremaine,M
tremayne,M
tremol,M
trena,F
trendafil,M
trendafila,F
trendafile,F
trendafilka,F
trendelina,F
trent,M
trenton,M
tresa,F
tressa,F
tressie,F
tressy,F
treufried,M
treuhard,M
treuhart,M
treva,F
trevelyan,M
trever,M
trevina,F
trevion,M
trevon,M
trevor,M
trey,M
tri,M
triada,F
triantafilos,M
triantafyllia,F
triantafyllitsa,F
triantafyllos,M
trica,F
tricia,F
trienette,F
trienke,F
trientke,F
trieu,?
trifan,M
trifon,M
trifu,M
trifun,M
triin,F
triine,F
triinu,F
trijn,F
trijnie,F
trijnke,F
trijntje,F
trijntsje,F
trina,F
trinchen,F
trine,F
trinh,F
trini,F
trinidade,F
trinite,M
trinity,F
trino,M
trinold,M
trintje,F
trinus,M
triona,F
tripo,M
tripta,F
tripti,F
trisevgeni,F
trish,F
trisha,F
trista,F
tristana,F
tristano,M
tristen,M
tristian,M
tristin,M
triston,M
tristram,M
tritan,M
trix,F
trixi,F
trixie,F
troels,M
trofim,M
trofimena,F
trofin,M
troita,F
troju,M
tron,M
trond,M
trong,M
throstur,M
troy,M
troyu,M
trpe,M
tru,?
truc,F
trudbert,M
trude,F
trudel,F
trudi,F
trudie,F
thrudur,F
trudy,F
trufka,F
trui,?
truls,M
truman,M
trung,M
truong,M
trutz,M
truus,F
tryfon,M
tryggve,M
tryggvi,M
trygve,M
trynke,F
tryntsje,F
trystan,M
tsahi,M
tsai,?
tsan,?
tseard,M
tseng,?
tsirla,F
tsivia,F
tsjeard,M
tsjebbe,M
tsjerk,M
tsolak,M
tsubasa,M
tsuguhiro,M
tsuguhisa,M
tsukasa,M
tsukie,F
tsuneaki,M
tsunehiro,M
tsuneji,M
tsuneko,F
tsunemi,F
tsuneo,M
tsung,?
tsutomu,M
tsuyoshi,M
tsvee,M
tsvi,M
tsviya,F
tuan,M
tuba,F
tucker,M
tudor,M
tudora,F
tudorache,M
tudorel,M
tudorin,M
tudorina,F
tudorita,F
tudose,M
tudosia,F
tudosie,M
tudur,M
tufail,M
tufan,M
tugay,M
tugba,F
tugberk,M
tugce,F
tugdual,M
tugomir,M
tugra,M
tugrul,M
tuija,F
tuire,F
tulay,F
tulbeyda,F
tulcho,M
tulia,F
tulin,F
tuljo,M
tullia,F
tullio,M
tully,?
tulsa,F
tulun,F
tumay,M
tumer,M
tumi,M
tuna,M
tunahan,M
tunay,M
tunc,M
tuncay,M
tuncer,M
tunde,F
tung,M
tunko,M
tunnis,M
tuo,?
tuomas,M
tuomo,M
tuong,?
tuovi,F
turadj,M
tural,M
turan,M
ture,M
turel,M
turgay,M
turgut,M
turhan,M
turi,M
turid,F
thuridur,F
turkay,M
turker,M
turkka,M
turlough,M
turner,M
turo,M
turs,M
tutku,?
tuukka,M
tuula,F
tuulevi,F
tuuli,F
tuulia,F
tuulikki,F
tuure,M
tuvia,M
tuy,?
tuyen,?
tuyet,F
tvrtko,M
twan,M
twanny,M
twila,F
twm,M
twyla,F
txomin,M
tyanka,F
tybritt,F
tycho,M
tye,M
tyesha,F
tyge,M
tyko,M
tylaj,F
tyler,M
tylor,M
tymoteusz,M
tyn,F
typhaine,F
typhanie,F
tyquan,M
tyra,F
tyree,M
tyrel,M
tyrell,M
tyrese,M
tyrfingur,M
tyron,M
tyrone,M
tyrza,F
tyshawn,M
tyson,M
tytti,F
tyyne,F
tzahi,M
tzana,F
tzanka,F
tzanko,M
tzela,F
tzemach,M
tzeni,F
tzenka,F
tzenko,M
tzeno,M
tzetza,F
tzezka,F
tziona,F
tzipi,F
tzipora,F
tziporah,F
tzippi,F
tzippora,F
tzipporah,F
tzivia,F
tzonju,M
tzonka,F
tzoulia,F
tzvi,M
tzvika,M
tzviya,F
ubalda,F
ubaldina,F
ubaldino,M
ubbe,M
ubbina,F
ubbine,F
ubbo,M
uberta,F
ubertina,F
ubertino,M
uberto,M
ubeydullah,M
uda,F
udai,M
uday,M
udaya,F
ude,?
udi,M
udo,M
udrea,F
ueli,M
ufe,M
uffe,M
uffo,M
ufo,M
ufuk,M
uga,F
uggi,M
ughetta,F
ughetto,M
ugis,M
ugljesa,M
ugo,M
ugolina,F
ugolino,M
ugur,M
ugurcan,M
ugutz,M
uh,?
ui,?
uilkje,F
uilliam,M
uisdean,M
ujjal,M
uko,M
ula,F
uladzimir,M
uladzislau,M
uladzmir,M
ulan,M
ular,M
ulari,M
ulas,M
ulbert,M
ulbertus,M
ulderica,F
ulderico,M
uldis,M
ulevi,M
ulf,M
ulfar,M
ulfat,F
ulferdina,F
ulfert,M
ulfhildur,F
ulfrida,F
ulfried,M
ulfur,M
uliana,F
uliano,M
ulises,M
ulisse,M
ulisses,M
uliva,F
ulivo,M
uliya,F
ulja,F
uljana,F
uljas,M
ulker,F
ulku,F
ullar,M
ulle,F
ullrich,M
ulo,M
ulpia,F
ulpian,M
ulpiana,F
ulpio,M
ulpiu,M
ulpt,M
ulric,M
ulrica,F
ulrich,M
ulricke,F
ulrico,M
ulrik,M
ulrika,F
ulrike,F
ulrikke,F
ultan,M
ultima,F
ultimo,M
uluc,M
ulugbek,M
ulvika,F
ulviya,F
ulviyya,F
ulviyye,F
ulwin,M
ulya,F
ulysse,M
ulysses,M
umar,M
umashankar,M
umay,F
umaymah,F
umbelina,F
umberta,F
umbertina,F
umbertino,M
umberto,M
umbra,F
umbro,M
umesh,M
umid,M
umida,F
umit,M
umitcan,M
umme,M
ummiye,F
ummo,M
ummu,F
ummugulsum,F
ummuhan,F
umran,F
umur,M
umut,M
umutcan,M
unai,M
unal,M
undina,F
undis,F
unelma,F
unette,F
ung,?
unity,F
unn,F
unnar,M
unni,F
unnie,F
unnsteinn,M
unnthor,M
unnur,F
unny,F
uno,M
unsal,M
untamo,M
unto,M
unver,M
unzile,F
uolevi,M
upinder,M
upke,?
ural,M
uran,M
urania,F
uranie,F
uranio,M
uranius,M
urara,F
uras,M
uraz,M
urazaly,M
urbain,M
urbaine,F
urban,M
urbana,F
urbe,F
urbina,F
urbino,M
urbo,M
urda,F
urdur,F
urfeta,F
urgel,M
urho,M
uri,M
uriah,M
urielle,F
urim,M
urime,F
urio,M
urko,M
urmas,M
urmet,M
urmi,F
urmil,F
urmila,F
urmo,M
uros,M
urpo,M
urs,M
ursa,F
ursel,F
ursela,F
ursi,F
ursina,F
urska,F
ursl,F
ursola,F
ursulina,F
ursus,M
urszula,F
urta,F
urtan,M
urte,F
urthe,F
urtza,F
urtzi,M
urve,F
urvi,F
usama,M
usamah,M
uschi,F
usha,F
usko,M
usman,M
usmon,M
uta,F
utae,F
utako,F
uthayakumar,M
uthayakumaran,M
uthayasooriyan,M
uthman,M
utho,M
utkan,M
utku,M
utkucan,M
utkur,M
uto,M
utpal,M
utta,F
uttam,M
utto,M
utz,M
uudo,M
uuno,M
uuras,M
uusi,F
uuve,M
uve,M
uvo,M
uxia,F
uxio,M
uyen,F
uygar,M
uzay,M
uzeifa,F
uzeir,M
uzeyir,M
uzi,M
uzy,M
vaagn,M
vachagan,M
vache,M
vacius,M
vaclovas,M
vacys,M
vada,F
vadimas,M
vadims,M
vadivelu,M
vadym,M
vadzim,M
vafa,F
vagarshak,M
vagharsh,M
vagharshak,M
vaghinak,M
vagia,F
vagiani,F
vagif,M
vagn,M
vagner,M
vahagn,M
vahan,M
vahap,M
vahbie,F
vahe,M
vahid,M
vahida,F
vahide,F
vahidin,M
vahit,M
vahram,M
vahur,M
vaia,F
vaida,F
vaidas,M
vaide,F
vaidievutis,M
vaidilute,F
vaido,M
vaidotas,M
vaidutis,M
vaike,F
vaiko,M
vaili,F
vaimi,F
vaios,M
vaira,F
vairamuthu,M
vaishali,F
vaithialingam,M
vaithilingam,M
vaiva,F
vaja,M
vaka,F
vakhtang,M
vakina,F
valantis,M
valarie,F
valarmathy,M
valbjorg,F
valbjorn,M
valbon,M
valbona,F
valbone,F
valborg,F
valda,F
valdar,M
valdas,M
valdberga,F
valde,M
valdek,M
valdeko,M
valdemar,M
valdemara,F
valdemaras,M
valdemaro,M
valdemars,M
valdeminas,M
valdet,M
valdete,F
valdi,F
valdimar,M
valdina,F
valdino,M
valdo,M
valdone,F
valdor,M
valdrin,M
valdrina,F
valdu,M
valdur,M
vale,F
valencia,F
valene,F
valent,M
valentas,M
valente,M
valentien,F
valentijn,M
valentim,M
valentinas,M
valentini,F
valentino,M
valentins,M
valentinus,M
valentyn,M
valentyna,F
valer,M
valere,M
valeri,M
valerian,M
valeriana,F
valeriane,F
valerianne,F
valeriano,M
valerica,F
valeriea,F
valerien,M
valerii,M
valerij,M
valerijan,M
valerijonas,M
valerijus,M
valerine,F
valerionas,M
valeriu,M
valerius,M
valeriy,M
valeriya,F
valeriyan,M
valeru,M
valeruta,F
valeryia,F
valesca,F
valeska,F
valev,M
valfrid,M
valgard,M
valgardur,M
valgeir,M
valgerdur,F
valiantsin,M
valiantsina,F
valida,F
valierius,M
valija,F
valis,M
valja,F
valjet,M
valju,M
vallentin,M
vallipuram,M
vallis,M
vallo,M
vally,F
valma,F
valmar,M
valmir,M
valmundur,M
valny,F
valon,M
valorie,F
valpas,M
valpuri,F
valsamis,M
valter,M
valters,M
valther,M
valto,M
valthor,M
valts,M
valtter,M
valtteri,M
valtyr,M
valuc,M
valur,M
valvanera,F
valve,F
valvi,F
valya,F
vanaja,F
vance,M
vancho,M
vanco,M
vanda,F
vandana,F
vandna,F
vando,M
vanea,F
vanesa,F
vangel,M
vangelica,F
vangelija,F
vangelis,M
vangeliya,F
vangelka,F
vanghele,M
vangheli,M
vanghelie,M
vanghelina,F
vanghelita,F
vangjel,M
vangjeli,M
vangjush,M
vania,F
vanik,M
vanina,F
vanio,M
vanita,F
vanjo,M
vanju,M
vanjuscha,F
vanko,M
vanna,F
vannessa,F
vanni,M
vannina,F
vannino,M
vano,M
vanora,F
vanuschka,F
vanushka,F
vanya,F
vanyo,M
vanyu,M
vanyusha,F
vappu,F
vara,F
varathan,M
varazdat,M
varda,F
vardan,M
vardges,M
vardi,M
vardit,F
varduhi,F
varhudi,F
varinia,F
varis,M
varja,F
varje,F
varlam,M
varlan,M
varmo,M
varo,M
varol,M
varpu,F
varsha,F
vartan,M
vartolomei,M
vartolomeu,M
varujan,M
varvara,F
vasa,M
vasanthakumar,M
vasanthan,M
vasanti,F
vasatha,F
vasco,M
vaseekaran,M
vasfi,M
vasi,M
vasif,M
vasil,M
vasila,F
vasile,M
vasilea,F
vasileia,F
vasileios,M
vasilena,F
vasili,M
vasilia,F
vasilica,F
vasilie,M
vasilii,M
vasilij,M
vasilija,F
vasilije,M
vasilijs,M
vasilijus,M
vasilika,F
vasiliki,F
vasilina,F
vasilios,M
vasilis,M
vasilita,F
vasiliy,M
vasiliya,F
vasilka,F
vasillaq,M
vasily,M
vasja,M
vaska,F
vaske,F
vaso,M
vassil,M
vassila,F
vassilena,F
vassili,M
vassilia,F
vassilij,M
vassilija,F
vassiliki,F
vassilios,M
vassiliy,M
vassiliya,F
vassilka,F
vassily,M
vassja,F
vasudha,F
vasundhara,F
vasya,F
vasyl,M
vasylyj,M
vath,M
vathsala,F
vatica,F
vatroslav,M
vaughan,M
vaughn,M
vaxhid,M
vaxhide,F
vazgen,M
vazha,M
veaceslav,M
veatriki,F
vecdi,M
veda,F
vedad,M
vedat,M
vedia,F
vediha,F
vedis,F
vedran,M
vedrana,F
veena,F
veer,M
veera,F
veerle,F
vefa,F
vegar,M
vegard,M
vegim,M
vehbi,M
vehibe,F
vehid,M
vehip,M
veigar,M
veijo,M
veikko,M
veiko,M
veimo,M
veine,M
veit,M
veith,M
veiz,M
vejsil,M
vela,F
velautham,M
velauthan,M
velauthapillai,M
velcho,M
velda,F
veldin,M
velea,F
veledin,M
veleslav,M
velga,F
veli,M
velianna,F
veliano,M
velibor,M
velida,F
velie,F
velija,F
velik,M
velika,F
veliko,M
velimir,M
velimirka,F
velin,M
velina,F
velinka,F
velio,M
velislav,M
velislava,F
velissarios,M
velitchka,F
velitchko,M
velizar,M
velizara,F
veljko,M
veljo,M
velka,F
velko,M
vellamo,?
velleda,F
velli,F
vellipillu,M
vello,M
velma,F
veloudo,F
velta,F
velten,M
veltishko,M
velupillai,M
veluppillai,M
velva,F
velvet,F
velyo,M
vemija,F
vena,F
venanzia,F
venanzio,M
vencel,M
venceslao,M
vencislav,M
vendel,M
vendela,F
vendelin,M
vendula,F
vendulka,F
venelin,M
venelina,F
venera,F
veneranda,F
venerando,M
venere,F
venerica,F
venerina,F
venerino,M
venerio,M
venerka,F
venero,M
venessa,F
veneta,F
venetia,F
venetka,F
venia,F
veniamin,M
veniamina,F
venio,M
venira,F
venita,F
venja,F
venka,F
venkat,M
venkatesh,M
venke,F
venko,M
venla,F
vents,M
ventura,M
venturina,F
venturino,M
venturo,M
ventzislav,M
venus,F
venuse,F
veranda,F
verane,F
veranika,F
verbena,F
verda,F
verdi,F
verdiana,F
verdiano,M
verdie,F
vered,F
verena,F
verene,F
vergie,F
vergil,M
vergila,F
vergilia,F
vergilica,F
vergilie,M
vergiliu,M
vergina,F
verginia,F
verginica,F
verginija,F
verginiya,F
verica,F
veridiana,F
verika,F
verim,M
verissimo,M
veritchka,F
verjine,F
verjinia,F
verjinija,F
verjiniya,F
verka,F
verl,M
verla,F
verle,M
verlene,F
verlin,M
verlyn,M
vern,M
verna,F
verne,M
vernell,F
verner,M
verneri,M
verners,M
vernhardur,M
vernice,F
vernie,?
vernon,M
vero,M
veroana,F
veroljub,M
veron,F
verona,F
veroni,F
veronie,F
veronika,F
veroniki,F
veroonika,F
versie,F
versilia,F
verter,M
veruska,F
verzhinia,F
verzhinija,F
verzhiniya,F
vesel,M
vesela,F
veselin,M
veselina,F
veselinka,F
veselinko,M
veseljka,F
veseljko,M
veselka,F
veselko,M
vesena,F
vesik,M
vesile,F
veska,F
vesko,M
vesma,F
vesna,F
vespasian,M
vespasiano,M
vessa,F
vessel,M
vessela,F
vesselin,M
vesselina,F
vesselinka,F
vesselka,F
vessena,F
vessik,M
vesta,F
vesteinn,M
vester,M
vestimir,M
veta,F
vetka,F
veton,M
vetu,M
veturia,F
veturlidi,M
vetuta,F
veva,F
vexi,M
veysel,M
veysi,M
vezen,M
vezhen,M
vezia,F
vezio,M
vezira,F
vezire,F
viaceslav,M
viaceslavas,M
viachaslau,M
viacheslau,M
viacheslav,M
viana,F
vianne,F
vianney,M
vianor,M
viatcheslav,M
vibe,F
vibecke,F
vibeke,F
vibekke,F
vibha,F
vibretha,F
vica,F
vicdan,F
vice,M
vicenc,M
vicencia,F
vicent,M
vicentia,F
vicentiu,M
vick,M
vickey,F
vicki,F
vickie,F
vicko,M
vicky,F
vico,M
victoire,F
victoriana,F
victoriano,M
victorien,M
victorija,F
victorin,M
victorina,F
victorine,F
victorino,M
victorio,M
victorita,F
victoriya,F
vid,M
vida,F
vidadi,M
vidaga,F
vidak,M
vidakas,M
vidal,M
vidan,M
vidas,M
vidhu,M
vidija,F
vidimantas,M
vidin,M
vidir,M
vidju,M
vidka,F
vidmanta,F
vidmantas,M
vidmante,F
vidmantis,M
vidminas,M
vidmondas,M
vido,M
vidoje,M
vidojko,M
vidol,M
vidolina,F
vidosav,M
vidosava,F
vidoslav,M
vidu,M
vidunas,M
vidute,F
vidya,F
vidyu,M
vien,F
vienna,F
vieno,F
viera,F
vieri,M
viero,M
vieroslava,F
viesturs,M
viet,M
vifill,M
vig,M
vigan,M
vigantas,M
vigen,M
vigfus,M
vigilia,F
vigilio,M
vigintas,M
vigita,?
vigitha,F
viglundur,M
vigneswaran,M
vignir,M
vihtori,M
viia,F
viigo,M
viiu,F
viive,F
viivi,F
viivika,F
vija,F
vijay,M
vijaya,F
vijayakumar,M
vijayalaxmi,F
vijayarajah,M
vijayaratnam,M
vijayathasan,M
vika,F
vikas,M
viking,M
vikingur,M
vikis,M
vikki,F
viknarajah,M
vikram,M
vikramjit,M
viktar,M
viktor,M
viktoras,M
viktorie,F
viktorien,F
viktorija,F
viktoriya,F
viktors,M
viktorya,F
viktoryia,F
vilayat,M
vilberg,M
vilbergur,M
vilborg,F
vildan,F
vildana,F
vilde,F
vildis,F
vilema,F
vilemina,F
vilen,M
vilenas,M
vilfred,M
vilfredo,M
vilfrido,M
vilfridur,F
vilhelm,M
vilhelmas,M
vilhelmi,M
vilhelmiina,F
vilhelms,M
vilheme,F
vilhjalmur,M
vilho,M
vili,M
vilia,F
viliam,M
vilibald,M
vilibalda,F
vilica,F
vilija,F
vilim,M
vilimas,M
vilio,M
vilis,M
vilius,M
vilja,F
viljam,M
viljami,M
viljar,M
viljem,M
viljo,M
villar,F
ville,M
villem,M
villi,M
villiam,M
villu,M
villy,M
vilma,F
vilmantas,M
vilmar,M
vilmars,M
vilmer,M
vilmo,M
vilmos,M
vilmundur,M
vilmus,M
vilna,F
vilnis,M
vilous,M
vilson,M
vilve,F
vilvi,F
vimalan,M
vimla,F
vin,M
vina,F
vinaldina,F
vinay,M
vincas,M
vince,M
vincenc,M
vincencij,M
vincent,M
vincentas,M
vincente,F
vincentine,F
vincentiu,M
vincents,M
vincenz,M
vincenza,F
vincenzina,F
vincenzino,M
vincenzo,M
vinciane,F
vincianne,F
vineet,M
vineeta,F
vineta,F
vinga,F
vinh,M
vini,F
vinicia,F
vinicio,M
vinicius,M
vinita,F
vinka,F
vinko,M
vinni,F
vinnie,M
vinod,M
vinuc,M
viny,?
vinzent,M
vinzenz,M
viola,F
violaine,F
violanda,F
violanta,F
violanthi,F
violantina,F
violene,F
violet,F
violeta,F
violete,F
violetka,F
violetta,F
violette,F
violina,F
viorel,M
viorela,F
viorelia,F
viorica,F
viorika,F
viorina,F
vipul,M
vipula,F
vira,F
virgaudas,M
virge,F
virgie,F
virgil,M
virgile,M
virgilijus,M
virgiliu,M
virgilius,M
virginica,F
virginie,F
virginija,F
virginijus,M
virginio,M
virginiya,F
virgis,M
virgle,M
virgo,M
virgolino,M
viriato,M
viridiana,F
virjinia,F
virjinija,F
virjiniya,F
virko,M
virmantas,M
virna,F
viroana,F
viron,M
virona,F
virpa,F
virpi,F
virtyt,M
virva,F
virve,F
virzhinia,F
virzhinija,F
virzhiniya,F
visan,M
visar,M
visare,F
visarion,M
viseslava,F
visitacion,F
vismantas,M
visnja,F
visnjica,F
vistiana,F
vistina,F
visuvalingam,M
visvaldas,M
visvaldis,M
visvalingam,M
vit,M
vita,F
vital,M
vitala,F
vitale,M
vitali,M
vitalia,F
vitalian,M
vitaliana,F
vitaliano,M
vitalie,M
vitalii,M
vitalij,M
vitalija,F
vitalijus,M
vitalina,F
vitaline,F
vitalino,M
vitalio,M
vitalis,M
vitalius,M
vitaliy,M
vitallium,M
vitaly,M
vitan,M
vitantonia,F
vitantonio,M
vitas,M
vitauts,M
vitazoslav,M
vitchka,F
vitcho,M
vitezslav,M
vitezslava,F
vitilina,F
vitka,F
vitold,M
vitoldas,M
vitolds,M
vitolis,M
vitomir,M
vitor,M
vitore,F
vitoria,F
vitoriano,M
vitorina,F
vitorino,M
vitto,M
vittore,M
vittoria,F
vittoriana,F
vittoriano,M
vittorina,F
vittorino,M
vittorio,M
vitus,M
viuta,F
viva,F
vivalda,F
vivaldo,M
vivan,F
viveca,F
vivek,M
vivenzio,M
vivette,F
vivi,F
viviana,F
viviane,F
vivianne,F
viviano,M
vivijana,F
vivika,F
viviyana,F
vizgirdas,M
vizma,F
vjaceslavs,M
vjacheslav,M
vjara,F
vjarka,F
vjatcheslav,M
vjatseslav,M
vjatsheslav,M
vjekoslav,M
vjekoslava,F
vjera,F
vjeran,M
vjola,F
vjolca,F
vjollca,F
vjosa,F
vlad,M
vlada,F
vladan,M
vladana,F
vladanka,F
vladas,M
vladena,F
vladeta,M
vladiana,F
vladica,M
vladik,M
vladilen,M
vladilena,F
vladimer,M
vladimieras,M
vladimiras,M
vladimiro,M
vladimiros,M
vladimirs,M
vladislav,M
vladislava,F
vladislavas,M
vladislavs,M
vladislovas,M
vladka,F
vladko,M
vladlen,M
vladlena,F
vlado,M
vl,M
vladymyr,M
vladyslav,M
vlajko,M
vlash,M
vlasios,M
vlasta,F
vlastimil,M
vlastimila,F
vlastislav,M
vlasto,M
vlatka,F
vlatko,M
vlefta,F
vlera,F
vlora,F
vocke,M
voggur,M
voica,F
voichita,F
voicu,M
voijin,M
voimir,M
voinea,F
voitto,M
voja,M
vojimir,M
vojin,M
vojislav,M
vojislavka,F
vojka,F
vojko,M
vojmir,M
vojn,M
vojna,F
vojo,M
vojsava,F
vokke,M
voldemar,M
voldemaras,M
voldemars,M
voldimaras,M
volha,F
voline,F
volkan,M
volkard,M
volkart,M
volkbert,M
volkea,F
volker,M
volkert,M
volkeus,M
volkhard,M
volkhardt,M
volkhart,M
volkher,M
volkmar,M
volkrad,M
volkward,M
volkwart,M
volkwin,M
volline,F
vollrath,M
vollrich,M
volma,F
volmar,M
volmer,M
volodia,M
volodimir,M
volodja,M
volodya,M
volodymyr,M
volrad,M
volratas,M
voltaire,M
volturno,M
volundur,M
vonda,F
vonne,F
vonnie,F
vootele,M
vordis,F
voske,F
voula,F
voyn,M
vram,M
vratislav,M
vratislava,F
vrej,M
vreneli,F
vreni,F
vreny,F
vribella,F
vries,M
vroni,F
vroukje,F
vsevolods,M
vu,M
vuceta,F
vucina,F
vugar,M
vui,?
vujica,M
vuk,M
vukadin,M
vukadinka,F
vukan,M
vukasin,M
vukic,M
vukica,F
vuko,M
vukoje,M
vukoman,M
vukomir,M
vukosav,M
vukosava,F
vukota,M
vuksan,M
vula,F
vulchan,M
vulcho,M
vule,M
vulka,F
vulkan,M
vulkana,F
vulko,M
vullnet,M
vulo,M
vung,?
vuokko,F
vuong,M
vuqar,M
vural,M
vurban,M
vurbinka,F
vusal,M
vusala,F
vuslat,M
vuta,F
vutjo,M
vutka,F
vuto,M
vuturica,F
vutyo,M
vyacheslav,M
vyara,F
vyarka,F
vyatcheslav,M
vyda,F
vydas,M
vygandas,M
vygantas,M
vygaudas,M
vygintas,M
vytas,M
vytautas,M
vytaute,F
vytenis,M
vytoldas,M
waalke,M
waclaw,M
waclawa,F
wadad,F
waddah,M
wade,M
wadhah,M
wadi,M
wadid,M
wadih,M
wadim,M
wael,M
wafa,F
wafaa,F
wafi,M
wafik,M
wagn,M
wagner,M
wahab,M
waheed,M
wahib,M
wahiba,F
wahid,M
wahidullah,M
waiel,M
wail,M
wajdi,M
wajid,M
wajieh,M
wajih,M
wakaba,F
wakako,F
wakana,F
wako,F
walbert,M
walburg,F
walburga,F
walda,F
waldburga,F
waldburgis,F
waldemar,M
waldfried,M
waldfriede,F
waldo,M
waldtraud,F
waldtraut,F
waleed,M
walentin,M
walentina,F
walenty,M
walentyna,F
waleri,M
waleria,F
walerij,M
walery,M
walfried,M
walfrieda,F
walfriede,F
wali,M
walid,M
walker,M
wallace,M
wallie,?
wallis,M
walpurga,F
walraad,M
walt,M
walter,M
walther,M
walti,M
walton,M
waltraud,F
waltraude,F
waltraut,F
waltrud,F
waltrude,F
waltrudis,F
walty,M
wampie,F
wanda,F
wander,M
wando,M
wandrille,M
waneta,F
wanne,?
waqar,M
ward,M
wardell,M
warnfried,M
warrick,M
warwick,M
waseem,M
wasil,M
wasili,M
wasilij,M
wasim,M
wassili,M
wassily,M
wassim,M
wastl,M
wataru,M
watban,M
watse,M
watte,M
watze,M
way,?
wayde,M
wayland,M
waylon,M
waymon,M
wayne,M
webster,M
weda,F
wedig,M
wedigo,M
weera,F
weert,M
weertdine,F
wego,M
weikhard,M
weine,M
weldon,M
welf,M
welfhard,M
welmoed,F
welmoet,F
wenche,F
wencke,F
wenda,F
wendee,F
wendela,F
wendelgard,F
wendelien,F
wendelin,M
wendeline,F
wendelinus,M
