year,Especialidad/SubEspecialidad_postulantes,Especialidad/SubEspecialidad_ingresantes,Universidad_postulantes,Universidad_ingresantes,gender,department_postulantes,department_ingresantes
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,ORTOPEDIA Y TRAUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,OTORRINOLARINGOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,M,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,F,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,F,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,NA,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,F,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,F,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,F,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,M,Lima,NA
2015,PATOLOGIA CLINICA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,NA,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PEDIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,M,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,F,Lima,NA
2015,PSIQUIATRIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,RADIOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,REUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,REUMATOLOGIA,NA,UNFV,NA,M,Lima,NA
2015,REUMATOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,REUMATOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,F,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,NA,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,UROLOGIA,NA,UNFV,NA,M,Lima,NA
2015,CIRUGIA PLASTICA Y RECONSTRUCTIVA,NA,UNFV,NA,M,Lima,NA
2015,CIRUGIA PLASTICA Y RECONSTRUCTIVA,NA,UNFV,NA,M,Lima,NA
2015,CIRUGIA PLASTICA Y RECONSTRUCTIVA,NA,UNFV,NA,M,Lima,NA
2015,CIRUGIA PLASTICA Y RECONSTRUCTIVA,NA,UNFV,NA,F,Lima,NA
2015,ENDOCRINOLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,ENDOCRINOLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,ENDOCRINOLOGIA PEDIATRICA,NA,UNFV,NA,NA,Lima,NA
2015,ENDOCRINOLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEFROLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEONATOLOGIA,NA,UNFV,NA,F,Lima,NA
2015,NEUMOLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUMOLOGIA PEDIATRICA,NA,UNFV,NA,M,Lima,NA
2015,NEUMOLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUMOLOGIA PEDIATRICA,NA,UNFV,NA,M,Lima,NA
2015,NEUROLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUROLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUROLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUROLOGIA PEDIATRICA,NA,UNFV,NA,F,Lima,NA
2015,NEUROLOGIA PEDIATRICA,NA,UNFV,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,NA,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,M,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,F,Lima,NA
2015,ADMINISTRACION EN SALUD,NA,UNMSM,NA,NA,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,M,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,M,Lima,NA
2015,ANATOMIA PATOLOGICA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,NA,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,ANESTESIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,NA,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,NA,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,NA,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,F,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,NA,Lima,NA
2015,CARDIOLOGIA,NA,UNMSM,NA,M,Lima,NA
2015,CIRUGIA DE CABEZA Y CUELLO,NA,UNMSM,NA,M,Lima,NA
