especialidad_postulantes,gender,year,universidad_postulantes,universidad_ingresantes,especialidad_ingresantes,ingreso
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2015,UPLA,NA,NA,0
ANESTESIOLOGIA,0,2015,UPLA,NA,NA,0
ANESTESIOLOGIA,0,2015,UPLA,NA,NA,0
ANESTESIOLOGIA,0,2015,UPLA,NA,NA,0
ANESTESIOLOGIA,0,2015,UPT,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,URP,NA,NA,0
ANESTESIOLOGIA,0,2015,USMP,NA,NA,0
ANESTESIOLOGIA,0,2015,USMP,NA,NA,0
ANESTESIOLOGIA,0,2015,USMP,NA,NA,0
ANESTESIOLOGIA,0,2015,USMP,NA,NA,0
ANESTESIOLOGIA,0,2015,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,UCSM,UCSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UCSUR,NA,NA,0
ANESTESIOLOGIA,0,2016,UCV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNA,NA,NA,0
ANESTESIOLOGIA,0,2016,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNA,NA,NA,0
ANESTESIOLOGIA,0,2016,UNAP,UNAP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNC,NA,NA,0
ANESTESIOLOGIA,0,2016,UNCP,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNP,UNP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNP,NA,NA,0
ANESTESIOLOGIA,0,2016,UNP,UNP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNPRG,UNPRG,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2016,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2016,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNSAAC,UNSAAC,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNSAAC,UNSA,ADMINISTRACION EN SALUD,1
ANESTESIOLOGIA,0,2016,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2016,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2016,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNT,NA,NA,0
ANESTESIOLOGIA,0,2016,UNT,NA,NA,0
ANESTESIOLOGIA,0,2016,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UNT,NA,NA,0
ANESTESIOLOGIA,0,2016,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2016,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2016,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPSJB,UPSJB,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,UPT,NA,NA,0
ANESTESIOLOGIA,0,2016,UPT,UPT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,NA,NA,0
ANESTESIOLOGIA,0,2016,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2016,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2016,USMP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2017,USMP,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNCP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSAAC,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UCSUR,UCSUR,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPLA,NA,NA,0
ANESTESIOLOGIA,0,2017,UNAP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,UPT,MEDICINA FAMILIAR Y COMUNITARIA,1
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UCSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSAAC,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPSJB,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNP,UNP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSAAC,UNSAAC,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPSJB,NA,NA,0
ANESTESIOLOGIA,0,2017,UPSJB,NA,NA,0
ANESTESIOLOGIA,0,2017,UCSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNA,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,USMP,NA,NA,0
ANESTESIOLOGIA,0,2017,UCSM,UCSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNCP,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSLGI,UNSLGI,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2017,USMP,NA,NA,0
ANESTESIOLOGIA,0,2017,UCSUR,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2017,UNCP,UNCP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNAP,UNAP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNC,UNC,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNP,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UNA,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPAO,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,USMP,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,URP,MEDICINA FAMILIAR Y COMUNITARIA,1
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNPRG,UNPRG,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNC,UNC,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UPT,UPT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2017,UNCP,UNCP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,NA,NA,0
ANESTESIOLOGIA,0,2017,USMP,USMP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,URP,UNAP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UCSM,UNA,MEDICINA FAMILIAR Y COMUNITARIA,1
ANESTESIOLOGIA,0,2017,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2017,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UCSM,UCSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UCSM,UCSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UCV,NA,NA,0
ANESTESIOLOGIA,0,2018,UCV,NA,NA,0
ANESTESIOLOGIA,0,2018,UCSUR,UCSUR,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNC,UNC,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSA,UNSA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSAAC,UPCH,MEDICINA DE EMERGENCIAS Y DESASTRES,1
ANESTESIOLOGIA,0,2018,UNSAAC,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSAAC,UNSAAC,CIRUGIA GENERAL,1
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNT,UNT,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNT,NA,NA,0
ANESTESIOLOGIA,0,2018,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNA,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNA,NA,NA,0
ANESTESIOLOGIA,0,2018,UNCP,NA,NA,0
ANESTESIOLOGIA,0,2018,UNCP,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNFV,UNFV,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNFV,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNMSM,UNMSM,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNMSM,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,UNPRG,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,NA,NA,0
ANESTESIOLOGIA,0,2018,UNPRG,UNPRG,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNPRG,UNPRG,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSLGI,UNSLGI,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2018,UNSLGI,UNSLGI,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UNSLGI,NA,NA,0
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,UPCH,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPCH,NA,NA,0
ANESTESIOLOGIA,0,2018,UPLA,UPLA,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPAO,UPAO,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,UPSJB,UPSJB,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,URP,NA,NA,0
ANESTESIOLOGIA,0,2018,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,URP,URP,ANESTESIOLOGIA,1
ANESTESIOLOGIA,0,2018,URP,URP,MEDICINA DE EMERGENCIAS Y DESASTRES,1
